sn,comment,user,loc,thumbups
107936166,"Dear God, isn't it obvious that wearing a mask is an immediately available inexpensive weapon, yes, weapon, that each and every one of us, can don no pun, as an offensive / defensive method, to unify in battle against this common enemy, in what may become the greatest danger our species has faced.

Donald J. Trump could step down from his petard, render it harmless to himself, walk among We the People, be one of us, commiserate with us, mourn with us, renounce his disastrous actions of these last four years, acknowledging an epiphany, and suddenly he would find himself surrounded by a majority of Americans ready and willing to exhalt him, and help him lead us into a renewal of the America FDR envisioned.

Okay, okay, I know, but look, why not, aren't we all entitled to prove we can be redeemed, who amongst us has not made errors, even egregious errors, and gone on to realize such, and changed, or at least sought to undo the damage.

I have to at least try to accept every one of us can do great things, all we need is some event to cause the scales to drop from our eyes; Donald J. Trump is in the wheelhouse of our United States of America, his course is strewn with obstacles which blind him, but I think I see him waking up, maybe its the polls, or perhaps empathy is coming to be within him ...

Alright, I'm done, for now ...",30706749,New York,5
107936150,"Masking mandates and requirements are all well and good.  However, without any meaningful enforcement of the rules, it s all for naught!  There is a mandatory masking here, yet stores don't enforce customers to wear them.  Many small stores, no one wears masks, including workers, and delivery personnel for major corporations like CocaCola, Pepsi, Deans, etc.  

Start enforcing and fining people and they will soon follow the rules.  It is like seatbelts in many states.  The enforcement and fining soon made it too expensive not to wear seat belts.",80457964,Pennsylvania,16
107936130,"For the idealist, the coronavirus is simply a bad spirit that must be exorcised from living tissue, not with medicine, but with unswerving faith, willpower, determination, singularity, and a total disregard to science. They will always say that God is always on their side. In a field of fallen martyrs, their voices resonate like counterpoints in Bach's oratorios.

By default, President Trump attracts the extremes, both on the right and left; he allows the rules of the jungle to predominate, which to the idealist translates into a promising new territory for their novel approaches. When confronted, especially by force, they are resigned to being the last standing. They will never wear masks.",75996055,"Pittsburgh, PA",3
107936125,"Here in the U.K., masked shop workers and grocery clerks seem more pleasant to me as I show up in my mask and gardening gloves. Weirdly, it makes them more prone to chatting, as I guess they feel safer in my presence. Let’s face it, unless you’re a member of another species, you could get sick. It’s about being a decent human being.",21930875,"London, UK",42
107936109,"Add to the reasons for the decline in the northeast that people are following directions here by staying home and have been doing so for months. In Massachusetts, you cannot go into a public building without a mask on, and people obey that directive. Going unmasked or at all to an indoor bar or restaurant? Not a chance. And where did that get us? We as a country have basically started over regarding fighting the pandemic. Once again, people in the northeast did the right thing and have to pay for the willful obstinacy and ignorance of science and common sense of people in the rest of the country.",691730,New England,32
107936089,"The ""thing"" is one can't assume that we are working towards the same goal. Funny and sad that a simple piece of fabric can be turned into a wedge and used to split the herd at time when unity is needed.  I just hope that the larger part of the herd gets out and votes, that would be a heartening indicator that people understand.",80988553,MA,16
107936088,"Accidentally causing the  death of an individual is called manslaughter. Causing the death of some 120,000 and counting,  is called mismanagement.",55769985,Geneva,33
107936073,"Mask wearing is extremely important, obviously, what is also important is the following: keeping ‘socially’ distant 6 feet from others out in public, and thoroughly washing one’s hands for at least 20 seconds upon returning home or, really, upon entering any building.",28527370,NYC,11
107936064,Masks continue to prove themselves effective in experiments at suppressing the spread of germs of all kinds including respiratory illnesses that’s why everyone wears them in an operating room.,55432937,NYC,26
107936063,"I wear a mask at work, and in public places because I have the overwhelming desire to live to see Donald Trump voted out of office.

I intend to survive to be able to do it personally.

I want to personally see the headlines on November 4, 2020 stating that he was defeated in a landslide by the majority of American voters.

Wearing a mask is a small sacrifice for those of us who have suffered under his misrule for 4 years.",8930650,Norway ME,165
107936057,"When wearing a mask in order to protect lives during a global pandemic is perceived as tribal symbolism by many and tantamount to a political statement, you know that we’re a culture in trouble. Other nations with lesser means and resources are on the mend and we’re just getting started getting sick.",66993962,NYland,34
107936055,"In my very people dense NJ city you are not allowed in a store unless a mask is worn.
Outside just about everyone is wearing a mask.
Why- because most of us are scared.  Over 12,000 people have died in our state and many of us know people who have gotten sick. And it’s not the flu.",65772692,Hoboken,33
107936045,"Why was Covid 19 politicized at all? I've resided in Thailand since before the first cases were reported. By late January Thailand and other countries were already preparing for the onslaught. In early February I entertained a guest from America in Thailand and Singapore. The government in Thailand was then already acting on evidence from China and other countries that the SARS-CoV-2 virus could spread via respiratory particles from people with none of the known symptoms of Covid 19. My American guest obtained a supply of N 95 masks while travelling in SE Asia. American health authorities still declared masks unessential.  What rapidly became clear was that the Americans, and to some extent Europeans, were making a political game out of the pandemic. While experts can not agree on the exact nature of symptoms, even today, how can the layman be expected to self diagnose and self isolate? The CDC's position 'Do not wear masks' represented flawed logic as well as flawed science, inspired by a huge dose of politics. The upshot is that America's death rate from Covid 19 stands at 400 times the rate in several SE Asian countries, including Thailand. People in Thailand continue to wear masks even as six weeks have passed with no new cases. This we do this as a courtesy to others, since speech can generate aerosols with live virus. Science is never proven, but the evidence in favor of masks is impressive.",54041650,Bangkok,23
107936029,"I am sorry it had to come to this, but I have been saying this since March.  The research was there, but I guess you needed to be a rocket scientist to get it.  I don't plan to wear a mask when I walk outside or hike, but I will go out early in the morning, not when it's crowded.  Unless you are at an outdoor close quarters party, transmission is not likely outdoors. Let's use science.  Transmission will drop in the next few weeks with the mask mandate, but we can't go back.  This is selfish for me.  I need my Air BnB rented LOL.  I don't want the economy to tank.  I also don't know if i can get the vaccines because I have SIRVA from a tetanus shot, so I may be wearing a mask forever.",68426824,USA,2
107936023,"One wears a mask not because they are comfortable, fashionable, or for political reasons, but because it's a civic duty to protect our brothers and sisters, mothers and fathers, grandparents, and most importantly to protect our health care teams, essential workers and our economy.

Almost all who do not wear masks do so out of a misbegotten sense of civil disobedience, a false sense of political messaging, and because the chief potentate refuses to wear one.

Perhaps, if Trump made available face masks that were stark white and continued up over the face conically until it formed a white point above the head, then his supporters would feel White empowered enough to wear them.

Only #45 would declare himself a wartime president, divide the country against itself, and reveal he is promoting a civil war.",41161428,Maine,50
107935988,"Let's agree that masks are effective and should be mandated. Let's agree that President Trump's reluctance to wear a mask is not helpful but we have Governors, legislatures and state health departments who can address that also. Their record has been spotty at best. This opinion piece is quite selective and laced with partisan statements and inferences. There's a lot of blame to go around. The warnings about a coming pandemic have been coming for almost a decade but actual preparations manufacture of adequate number of masks, ventilators etc were not stockpiled in adequate numbers by Bush, Obama or Trump. And don't pretend any mask covering is really just as good as an N-95 mask. Why are doctors wearing them? The reason masks are not mandated nationally or in NYS is simple: our leaders are afraid of paying a political price. Cuomo took daily victory laps on TV while the number of deaths, especially in nursing homes where he mandated they go, amounted to 25% of national deaths. We have two and a half percent of the population. Something is rotten in Denmark   err NYS. Wear masks!!!",44519404,manhattan,4
107935933,"Totally agree as do most people regarding masks. The other part of the health equation needs to be recognized. For some reason we think that it has been OK to congregate by the thousands in every city in protests. Yes it is our right. Yes the cause was very worthy. Yes a month of protests was dangerous to the health of millions of Americans. 
We can't just look the other way and justify the protests and tell each other that was different. We are either all in or we're not.",111977955,Washington DC,13
107935931,"My family is politically split down the middle - one thing we all agree on is wearing masks. As my Trump-supporting, Fox News watching sister says, ""just wear a mask, what's the big deal?""",65855058,"St. Louis, MO",13
107935916,"Only a nationwide order to wear backed by penalties when necessary will work. We are no longer dealing with rational people and when we act as if everyone is rational it is us who are irrational. During the ""Spanish flu epidemic people were still rational but not now.",68616850,Florida,16
107935908,"Speaking of masks, let's take a moment an thank a group of unsung heroes.

 The cotton masks that most of us now wear were simply not available at the start of this pandemic. In March, when it became clear that we needed millions more masks than commercial manufacturers could produce, private citizens stepped up and began making masks.  They've made millions, giving them away to friends and family,  donating them to nonprofits, and selling them locally and through online platforms like Etsy.

Commercial manufacturers are now ramping up, but it's the army of home sewers who were able to deliver these masks when we needed them.",18463741,Ohio,88
107935897,"We all knew Fauci and the Feds were lying months ago when they said masks weren't useful.  We guessed correctly that they guessed correctly that if Americans were told that masks were useful, then there would be a run on them and they wouldn't be available for the hospital workers that needed them.  

Of course, since Americans knew the Feds were lying, they all went out and bought up all the masks anyway and the hospitals quickly ran out of PPE.  If the feds had been smarter, they would have told the truth and implored Americans to allow hospitals to procure the masks.  

It doesn't matter in the end because people being people, we hoarded the masks anyway, but at least then the Fed wouldn't have to deal with the later fallout now of people not believing them. There are so many side issues that emerge when people lie.  It destroys trust and trust is so necessary for so many things.",3117356,Philadelphia,12
107935878,"I work in health care as a buyer in a coastal city. Yesterday I spoke with one of my reps over the phone who lives in the breadbasket of America. At some point I said ""we as a nation are mishandling the pandemic."" And immediately I could tell that I had upset her though she, to her credit, was cordial and nice as she always is. I mentioned that I didn't know if we were having fireworks in my city, and asked her if the virus had touched her town and whether they were having fireworks. She said that the governor and mayor of her town just instituted rules requiring people to wear masks all the time. She then said that they were having fireworks and that they would all be outside, without masks, and hugging. My jaw dropped. But what could I say? To these people, the issue of their supposed rights and freedoms TO NOT WEAR A MASK is like a religious belief. And no matter what the death toll, there is nothing that I or anyone can say to change their beliefs.",89936507,Τροίας,27
107935868,"""I don't believe that government should mandate to make sure that every person must wear a mask or otherwise face a fine or go to jail. It's wrong to deprive someone of their liberty just because they're not wearing a mask during this challenge and that's why he and I just disagree upon it."" - Greg Abbott on 12 June


“Wearing a face covering in public is proven to be one of the most effective ways we have to slow the spread of COVID-19. We have the ability to keep businesses open and move our economy forward so that Texans can continue to earn a paycheck, but it requires each of us to do our part to protect one another — and that means wearing a face covering in public spaces.” - Greg Abbott on 2 July

While it is good to recognize when you are wrong and make necessary corrections, it is equally good to acknowledge and apologize for the error as well.",73756031,"Auburn, GA",21
107935867,Kellyanne Conway states that no one is telling people to wear a face mask. Really? What alternative universe does Conway live in? Trump is not telling people to wear masks. Trump has politicized mask wearing and his minions follow.,67491320,Massachusetts,21
107935848,"I was an AFS exchange student to Japan during the summer of 1973. I remember seeing someone wearing a mask while I was there. I asked someone in my adopted family, why the person was wearing a mask. I was told it was because the person might have had a cold and he didn't want to make others sick.

 Years later I found out that in Japanese culture it is COMMON COURTESY to wear a mask when someone is sick .This is done so that the sick person doesn’t infect others. In a country like Japan where the cities are densely populated stopping disease from spreading is very important. Japanese are taught from a very young age to do things for the good of the community. In the US, individual rights are more important than those of the community and so we have some Americans unwilling to do something for the good of all; even in the time of a pandemic. 

BTW: In addition to wearing the masks for health reasons, they’ve become part of Japanese fashion. This is just one quirky and endearing cultural habits of Japan.",56505972,"South Dartmouth, MA",67
107935841,I'm a nurse in critical care.  I wear a mask for 12 hours a day when working.  Whenever I venture into a store or get take out I don a mask.  When I see individuals who do not I can't help but see childish selfishness.  People think this is about freedom.  It isn't.  It is about caring for others and if we can't do that then this is going to be a longer darker road then it already has been.,60522470,"Meriden, CT",143
107935831,"Like any public-health recommendation, some people will wear masks, and others won't. If wearing a mask becomes a requirement, some people will refuse, and you will have an escalation that does more harm than good.

What seems to escape people is that even if only 30% of the population follows the instructions, this will still help in flattening the curve.

What doesn't help, however, is saturating media bandwidth with debates about masks. I have yet to see an editorial about ICU expansion, for example. This is now the 6th or 7th editorial on masks. The two may not be mutually exclusive in real life, but they appear to be mutually exclusive in terms of media bandwidth, and that means a lot more people are going to die.",43810488,Stockholm,3
107935827,"""It's a free country, I can do what I want.""
I learned that as a child. 
 It wasn't long before my wonderful mother told me.
""You can only do what you want IF it doesn't harm other people"".
It's a free country; yet we cannot shot people.
It's a free country; yet we need a drivers license to drive and car insurance.
It's a free country; Yet we can't drink or text while driving.
It's a free country: yet many people chose to follow the 10 commandants.
It's a free country: that's why we have health checks at restaurants to keep the country healthy.  
It's not a free country.  Remember the words ""law abiding citizens"".  We have many laws which we are supposed to follow which actually allow us to be free.  
It's NOT a free country for many when people choose not to wear masks and other people sick.  
It's Not a free country when our current Health care heroes become sick caring for the sick because others think wearing masks is restrictive. 
Masks work.  Social distancing work.",65634231,ILL,34
107935804,"Here's the thing, and while I kind of knew it in the Before, it's become starkly apparent now: Americans not all of us obviously are deeply individualistic and selfish. Sure, we definitely have tons of volunteerism and the best philanthropy anywhere--at least that's been my experience working for and running non-profits, but, evidently that doesn't apply 100%. Maybe if the health experts had said, ""wear a mask to keep yourself safe,"" people would've done it. But, it seems, asking them to wear a mask to protect others was a serious mistake--individualists aren't going to do something to help others if it's annoying to them. Communalists are. But that's not how everyone rolls here...
In our town, we are down to 2 infections in the past week, and that's after over 10 days of reported 3 infection in the past 7 days. Why? Because almost everyone is wearing a mask.",18625662,NJ,30
107935739,Masks work. Masks are not perfect. Sounds contradictory but really is not. Even if not perfect masks greatly reduce the spread of Covid-19. I consider that working.,71613293,MA,41
107935727,"From what I have read, shields are at least as effective AND I can still breathe and display my face; I don't have to adjust them and my glasses don't fog. Why are we not addressing the efficacy of shields?",78954864,havana fl,4
107935686,"It was indeed unfortunate that the medical experts we are now supposed to rely on for trustworthy information did not completely level with us at the beginning of the pandemic.  If masks were not going to protect the general population, why were they going to protect health care workers, I immediately wondered?  That never made sense to me.  Why did we have the whole big deal about PPE if doctors and nurses were not being protected by that equipment?  And if they were being protected, why wouldn't the general public be protected by the same equipment?  Eventually, we started hearing the truth:  We're asking you not to buy up masks because medical professionals will then have to go without.  If they get sick, they won't be there to treat you, and if you get sick, you may not be able to treat yourself, since you may get deathly ill.  This leads to the question that, if the government stockpiles oil for an emergency, why it doesn't stockpile masks?  The whole problem in the initial stages of the pandemic would never have occurred and the doubts that mixed messaging created allowing the president and others to discount the words of the experts ever since would never have been sown. Covering up inconvenient truths is always worse than the inconvenient truths themselves.",26891085,"Tokyo, Japan",16
107935682,"This is a false statement:
""In the early stages of the pandemic, for instance, it wasn’t clear that infected people who had no symptoms could transmit the virus, so there didn’t appear to be a need for the general public to wear masks.""
This paper already documented Germany found asymptomatic people could transmit the virus in January. There was  a kerfuffle by rival academics in Bavaria. But left out of the story was that Dr. Fauci of the CDC was convinced in early February that ""infected people who had no symptoms could transmit the virus"".  He's on record as saying that in an interview in early February. 
From Feb 3 
Go here:
<a href=""https://www.sciencemag.org/news/2020/02/paper-non-symptomatic-patient-transmitting-coronavirus-wrong"" target=""_blank"">https://www.sciencemag.org/news/2020/02/paper-non-symptomatic-patient-transmitting-coronavirus-wrong</a>
Read this:
The fact that the paper got it wrong doesn’t mean transmission from asymptomatic people doesn’t occur.  Fauci, for one, still believes it does. ""This evening I telephoned one of my colleagues in China who is a highly respected infectious diseases scientist and health official,"" he says. ""He said that he is convinced that there is asymptomatic infection and that some asymptomatic people are transmitting infection.""

I have the internet, I have google,I know how to use a custom search range and set it for February. I read this paper.

Fauci didn't believe in masks at first, but not because he didn't think there was asymptomatic transmission. He also underestimated the effect and prevalence.",49343485,"New York, N.Y.",4
107935673,"Here in Germany, mandatory mask-wearing in shops and public transport went into effect at the end of April. It was a prerequisite for the opening of stores other than those deemed necessary.  In addition, the number of customers in a shop at any one time is limited. This means that some of the bigger stores actually have people out counting the number who go in. Sometimes you just have to wait your turn. Most shoppers take off their masks as soon as they come out, as mask-wearing outside is not mandatory. Still, you should avoid outdoor events where large numbers of people congregate. As a result, the hundreds of outdoor community festivals that take place in the summer and fall here have been called off. When the Oktoberfest is cancelled, you know things are serious! I‘d say the vast majority of people are compliant, just wearing the mask and getting on with things as best they can.  Of course there are some malcontents, complainers, and conspiracy theorists. There always are. The difference to the US is that here,  they don’t get support from the politicians.",58033077,"pfalz, germany",44
107935655,It would cost nothing for Trump to sign an executive order requiring people to wear masks in public.  Clearly he has made the choice to pursue the herd immunity strategy. It is going to be very painful. History books will discuss this well after our generations have passed.,66895323,Illinois,21
107935642,"Seriously, where are our N95 masks? Research on any-old non-N95 mask shows the virus particles just blow through them if you cough.

And seriously if you project the current trends from the upward-bound states, you get just under a million dead by the end of August.",7842249,Boston,1
107935639,"My husband and I are currently visiting friends in Saint Mâlo in Brittany. There has been one death from Covid in the whole of Brittany in the past week and seven new infections detected. Throughout the crisis the region of Brittany has been one of the areas of France the least affected by the virus. Like the rest of France, Brittany is slowly opening up for business markets, stores, restaurants etc.,but everyone is wearing masks without exception and sanitizing their hands. When I got out of the car at a service station and forgot to put on my mask on I felt embarrassed as I whipped it out of my purse. Why some Americans would not want to do what they can to potentially help save lives and help restart the economy is beyond my understanding!",62222075,Paris,56
107935627,"""'It’s a free country; I can do what I want' sounds charming when it comes from a child."" No, I don't think this sounds charming, even from a child. It is usually accompanied by some anti-social behavior from both children and adults.",14223500,France,67
107935612,"A few more facts or something like them. Studies have shown in Santa Clara County Ca. that after wide spread testing there were something like 40% or more positive tests than the data had previously shown. That is to say a lot more people walking around with the virus and possibly spreading it than were aware of it.

The infection rate could be significantly higher than we know today.

Also from a post below in these comments it was stated that the particles coming from a persons mouth or nose can TRAVEL FARTHER and LINGER LONGER in the air than previously thought. Farther than 6 feet in certain cases certainly.

Those factors along with the high degree of transmissibility  makes this situation uniquely bad.

There are high degrees of difference between masks. It matters that people wear the good ones, surgical, or n-95, but without the vents- which can allow a persons air to get out and contact others.

A lot of people are wearing simple cloth masks and or bandanas. Those are far less effective.

This is going to take along time to get to the end of. Put it in low gear and settle in for the long slow trip. Make it to the other side !",86768202,Orbiting our potential demise,8
107935600,"The government’s messaging on mask wearing has been consistently atrocious. First, top health officials lied and said masks were unnecessary for the general public in order to increase availability for medical workers. Then they had to reverse themselves. The same day, trump sent the coded directive out to his fan club and political hangers-on not to comply, when he said wearing a mask was only a suggestion and that he personally would not do so. My heart sank when he said that. Now officials are trying to get non-compliers to wear them by appealing to an apparently non-existent motive to be courteous to and protective of others. They should instead focus on the fact that wearing masks is an essential tool for a return to economic and public life. I can’t help but think where we’d be now if we masked up when we should have. And if trump had. Please don’t refer to him as the leader of the free world. He never was and never will be.",45437720,Silicon Valley,18
107935594,"I am glad the once Asian stereotype of wearing surgical masks in public is getting broad acceptance now. Honestly, it's just good practice. Not only good for fighting against Covid-19 pandemic, but also good for any flu season. Plus, it's good for introverted folks too so we don't have to overly exert ourselves on maintaining proper facial expressions. Now we just need to work on eye muscles. Seriously, wear the mask! It's good for the soul.",81144067,"San Francisco, CA",14
107935583,"It’s a shame this has become a political issue, and both sides have made it so. 

Early on, most experts were saying that masks won’t help, unless it’s an N95 - which weren’t available to most people. 

Later they said, wear any mask when you can’t social distance to protect other people, but it does nothing to protect the wearer.

Now they say wear any face covering as it will protect the wearer as well as other people. 

I don’t have a problem with evolving science - it’s a learning process, and we’re still learning about the virus.

But I wish people would stop blaming each other, and changing history. 

And I wish people yes, including Trump would just wear a face covering of any kind when they are in public and can’t social distance - it’s common sense.",81548398,New York,12
107935574,"Sorry, but it really IS complicated.
Vaccines will come too late, may not be safe, may not work, or may have to be updated yearly, like the partially successful flu vaccines.
Social distancing doesn't prevent the 80% of infections that come from household members.
Contact tracing is rightly viewed as government over-reach into the personal lives of Americas, especially in light of what's happening in Hong Kong, where knowing the wrong person can get both of you locked up for years and ""reeducated.""
About the only thing that works is long, slow exposure to low viral loads of the corona virus, letting the body build up at least partial immunity, especially now, in the sunny Vitamin-D producing summer months lack of vitamin D is implicated in causing the most serious symptoms in several studies now.
Oh, and the only other thing that works really well is controlling the top three risk factors: Overweight, Diabetes, and Hypertension. All of these are at least partly controllable through lifestyle and proven medications, and if you do, even if you get disease you will probably recover easily from it.  Being a type A blood type and being elderly are additional risk factors, but they only apply to a small subset of the population. The CDC says 10X more people may have already been infected, making the lethality rate 10X less too.
So, enjoy the summer, build up slow immunity, and even go maskless outdoors.
You don't have to be a right wing Trump supporter to believe in human nature.",4688638,NYC,4
107935484,"Of the many lamentable pandemic management choices this administration and its Congressional Republican enablers have made, demonizing mask-wearing is one of the worst.  

What is proving to be an affordable and fairly doable thing—wearing a mask at all times when near others—was so politicized by the President that we are unlikely now to shift the behavior of hundreds of thousands of his supporters to help advance a goal they would find desirable: economic growth and security and having more of their life return to ""normal.""

While I welcome all the converts arriving late to the ""maskerade ball,"" the administration is still failing to offer a consistent message about what we need to do as citizens to weather this pandemic successfully.  A more effective Presidency would have daily talking points for all major players in the Cabinet and relevant agencies, ones that engage the media, capture and sustain the public's attention, and budge desirable behavioral change.

We saw how this worked with flattening the curve, but then the President got bored, the messages became muddled or misleading, the microphones were used for self-aggrandizing pablum, and individuals sacrificing for the greater good dissipated accordingly.

All of this was preventable.",13126857,Indianapolis,23
107935482,"Not once have I heard the old saying ""A ounce of prevention is worth a pound of cure"".....
I once had high hopes here in NYC with our comparatively aggressive measures when looking at the lunacy of our neighbors in other states,but several well publicized events on video showing the NYPD attempting to enforce such rules ended in unfortunate violence that immediately scrapped the whole thing,Baby being thrown out the window with the bathwater.Of the perhaps 1/3 of people I see wearing masks,half of those people aren't wearing them properly,instead protecting their chin,or protecting the side of their face as it hangs off one ear or the other.
Further aggravating this is the Government sponsored use of woefully inadequate things for masks,such as bandanas and other equally inadequate improvisations.
Just imagine how many lives would have been saved and how much money we could have saved if we simply put those War Emergency production laws into producing millions upon millions of N95,N99,and P100 respirator filters and imposed sure and immediate penalties upon people refusing to wear them...",95856937,Queens ny,12
107935470,"For years, we've had ""No shirt, no shoes ... no service.""  This is just common sense and common courtesy.  This reflects property rights: a shop owner has the right to demand certain clothing standards of those who walk onto his or her property.  No one opposes shirt requirements because ""this is a free country"".

When Alex Castellanos, the ""longtime Republican strategist"" quoted here, denigrates mask wearers, he is also denigrating common sense, common courtesy, and property rights.",8543514,"Wakeman, OH",30
107935458,"Where has the American ideal gone?  There was a time the term ""common good,"" would have been used for a time such as this world-wide pandemic.

I disagree in that Donald Trump could have, should have followed the scientific and medical communities and led the country to not only follow the CDC, OSCHA, etc., guidelines but to practice it himself as a role model for the country.  

Under his watch they bowed to his will and watered down their wordage so that it became more of suggestions rather than strict adherence to common sense.

With our president telling us from the outset that ""it, covid-19 would just disappear, just go away, like magic, etc., etc.,"" is it any wonder that some in our country just did not take it seriously?

Yes, for the common good seems an archaic mantra, as ""do unto others as you would have them do unto you.""  We have to get back our humanity.  Vote!",107209615,"Cypress, CA",14
107935378,Four months ago science told us that masks are useless. Now they’ve changed their minds. The average research paper takes about 17 years to change clinical practice. We may be jumping the gun.,48147869,Phoenix,5
107935372,"Just wear mask - first the President should wear mask and should set a good precedent to his citizens about its use. If he is so adamant, then naturally people also might not take it seriously, rather point their fingers on Trump. Why the President is setting a bad 'precedent' by refusing to wear a mask?",121369815,"Bengaluru, India",9
107935364,"Maybe it's time to try the operant conditioning techniques also known as clicker training hand out five-, ten- twenty- and fifty- dollar bills, at random, to people in masks.

Smaller communities might cost $10k in cash and labor to drive around, and hold out a long stick with envelopes. Larger cities might spend a million over several weeks.

As the hosts of NPR's People's Pharmacy used to say about  disseminating health tips from listeners: if it doesn't cost much, can't hurt and might help...",87510062,green bay,2
107935353,"I have a University colleague who insists masks are ineffective.  He cites Fauci’s quote from late February like it’s the latest word on the subject.  Follows up with Trump’s line about masks encouraging people to touch their faces.  And speculates that wearing a mask actually concentrates virus particles which would otherwise be expelled from the body and dispersed.

He never mentions the possibility that wearing a mask protects those around him. His concerns don’t seem to include other people.

He’s scheduled to teach a 3-hour face-to-face lab every week.  In an indoor room with poor ventilation and imperfect social distancing. Our University has a stated policy that face coverings will be worn in classrooms, but they lack the resources, and possibly the will, to actually enforce it.

I hope his students walk out when they see him enter the classroom without a mask. Folks who know Hawaiian history take epidemics seriously.",303288,"Honolulu, HI",26
107935330,"Biking down the street with little or no close contact with others I do not wear a mask and would object to being made to.

Once off the bike the mask goes on. That is my sense of being safe. 

I see people driving alone in their cars wearing their masks, and I wonder what is the thinking there. 

If we had been provided clear, firm direction from the outset we very likely could done a whole lot better.

The trump leadership has been an utter catastrophe, and the snowball is still picking up speed, heaven help us !

I would have no problem with a national order that mandated mask wearing when a person is in close proximity to others.
This would be inside or outside.

What we have is a leadership problem. What we must do is vote out trump and the GOP en masse if we want to save ourselves, our Republic, our liberty.

It has been said the economy will recover only when the virus is under control. The virus will not be under control while the great white nightmare is still in office-ergo= 

The election is our main hope. Until then stay as safe as possible-that we live to see a new day for our very battered country.",86768202,Orbiting our potential demise,15
107935309,"I’ve read mask studies and I wear a mask, but based on the studies masks are useless. 

According to the studies, the virus is spread by droplets that are projected up to six feet by coughing and sneezing and a couple of feet by people talking and breathing.  Simply stated nobody has coughed, sneezed, talked, or breathed at me from close enough nor have I done any of that to anyone else. In fact, I haven’t heard anyone cough or sneeze and I don’t get within a couple of feet of any stranger. I’m guessing that the same is true for virtually everyone who makes a minimum effort to be careful. Moreover, the studies emphasize the fact that those without symptoms can spread the virus. But those folks aren’t coughing or sneezing. So they are only contagious if they’re talking at you or breathing on you from a couple of feet away. Has never happened to me. And never will. I’m not an in your face guy and I don’t let strangers get in my face. Do you?",48147869,Phoenix,3
107935301,"I’ve read mask studies and I wear a mask, but based on the studies masks are useless. 

According to the studies, the virus is spread by droplets that are projected up to six feet by coughing and sneezing and a couple of feet by people talking and breathing.  Simply stated nobody has coughed, sneezed, talked, or breathed at me from close enough nor have I done any of that to anyone else. In fact, I haven’t heard anyone cough or sneeze and I don’t get within a couple of feet of any stranger. I’m guessing that the same is true for virtually everyone who makes a minimum effort to be careful. Moreover, the studies emphasize the fact that those without symptoms can spread the virus. But those folks aren’t coughing or sneezing. So they are only contagious if they’re talking at you or breathing on you from a couple of feet away. Has never happened to me. And never will. I’m not an in your face guy and I don’t let strangers get in my face. Do you?",48147869,Phoenix,2
107935294,"So people are not quite free; they are shackled by their own ideology. At least we seem to be unconstrained from to be with a mask or not to be in Japan. The problem is the fact wearing a surgical mask is not enough and is not always possible, which could account for, I think, an increasing rate of infections here. Wearing a mask is a first step but is only a modest first step.",21039419,Japan,4
107935223,"""It’s easy to want to give up, 
but it would be wrong.""

That may be the most succinct articulation 
of a counter-Republican ethics we may find.

Not counter-*republican* ""a form of government 
in which elected individuals represent the [citizens]
and exercise power according to the rule of law 
under a constitution"" [WikiP], which remains 
a very good aspirational goal for America. 

But clearly counter to a *Republican* willingness 
to give up, and give in, to oligarchic wealth.",82526547,CA,5
107935178,"Instead of putting the emphasis on masks the assertion in most europan countries is on social distancing. Like dr Fauci said recently; when social distancing is not possible wear a mask. That implies wear a mask in public transportaion, taxis, fellow passengers in your car who are not of your household,and with close contact professions like hairdressers. The handling of the mask should be done correctly; no touching, washing or renew your mask. Often this is done not right, people take it off put in there pocket or scratching it when itchy. In that case it makes not a whole lot of sense actually makes it worse qua possibilty of infection. Some regulation are strange: like closing beaches  walking or sitting outside is very healthy with social distancing. In stores and supermarkets one encouneters another customer maybe for a second or so, that is hardly a high risk situation.  Its just about common sense, when in closed spaces know who are you with, and adhere to social distancing. When its impossible to social distance from persons outside your household put on mask if you are sittng, talking or standing for more than just a few minutes.",63017546,nether,8
107935151,"I initially had hope that the silver lining of this pandemic would be to allow us to slow our frenetic pace and reassess what we wanted our future lives and the life of the planet to look like.  Fewer cars on the streets = less pollution, a plus.  And yet people haven't waited and can't wait to get back into their cars; recognition in the face of a pandemic and consequent job loss that our health ""care"" system is non-existent for some and unaffordable for the many why aren't people talking about Medicare for all now?;  recognition that shipping our manufacturing out of the country has serious consequences, e.g., an inability to provide necessary PPE, even for health care workers; recognition that the corrupt two-party system needs to be replaced; recognition that there may be alternatives to frenetic lives often centered on consumption; that time for thought and introspection are not bad things; that a survival of the fittest mentality can make life ugly and brutish.",58408675,"Washington, D.C.",16
107935126,"Just to check if I’m missing something - masks are not required outdoors if you respect social distancing, right? 

I always wear one in shops, or in a busy street, but not if the streets are not packed. I thought that the science backed that eg very little outdoors contamination, etc",71400945,Paris,0
